,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
10026,-121.07,39.23,39,2099,433.0,929,423,1.9886,INLAND,113800
10027,-121.04,39.24,48,1188,227.0,471,219,2.3125,INLAND,125700
10028,-121.05,39.23,20,1634,374.0,1053,390,1.5313,INLAND,154900
10029,-121.06,39.23,10,2229,537.0,982,512,2.186,INLAND,132700
10030,-121.06,39.22,52,1749,422.0,837,391,2.325,INLAND,109700
10031,-121.09,39.23,35,2637,511.0,1181,480,2.7813,INLAND,109200
10032,-121.07,39.22,52,2432,495.0,928,435,2.425,INLAND,121100
10033,-121.08,39.22,30,2188,,1033,437,2.1419,INLAND,105200
10034,-121.08,39.21,17,3033,590.0,1319,583,2.4811,INLAND,111800
10035,-121.09,39.22,25,2200,439.0,1045,419,2.6042,INLAND,116700
10036,-121.07,39.2,45,204,62.0,133,51,1.0,INLAND,90600
10037,-121.02,39.23,16,1427,319.0,642,333,1.4241,INLAND,125000
10038,-121.04,39.22,14,1889,471.0,853,399,2.25,INLAND,112500
10039,-121.03,39.21,28,2843,535.0,1310,525,3.2337,INLAND,123100
10040,-121.05,39.2,48,1759,389.0,716,350,2.3125,INLAND,108300
10041,-121.06,39.21,52,1452,309.0,637,299,2.2083,INLAND,103900
10042,-121.05,39.21,43,1264,273.0,611,260,2.535,INLAND,117100
10043,-120.94,39.22,12,1321,268.0,661,232,4.0062,INLAND,153800
10044,-120.83,39.27,14,3338,608.0,1373,562,3.67,INLAND,160100
10045,-121.0,39.23,15,2809,450.0,1267,408,4.0426,INLAND,191700
10046,-120.99,39.22,16,1497,275.0,737,243,2.8942,INLAND,182500
10047,-120.99,39.2,15,2993,562.0,1296,518,3.3009,INLAND,156800
10048,-120.93,39.17,13,2331,464.0,1110,419,3.6563,INLAND,164900
10049,-120.99,39.13,14,770,116.0,285,116,3.6434,INLAND,155400
10050,-120.99,39.18,23,2550,457.0,1016,405,3.6607,INLAND,153000
10051,-121.0,39.16,10,1170,225.0,537,194,3.2813,INLAND,163200
10052,-121.04,39.19,17,856,167.0,518,170,3.5859,INLAND,144300
10053,-121.02,39.17,17,2277,459.0,1149,476,3.2303,INLAND,149500
10054,-121.02,39.27,52,3720,707.0,1424,609,3.2,INLAND,155000
10055,-121.03,39.26,49,3739,759.0,1422,606,2.4283,INLAND,143100
10056,-121.0,39.26,14,810,151.0,302,138,3.1094,INLAND,136100
10057,-121.02,39.25,52,1549,275.0,604,249,2.2278,INLAND,155400
10058,-121.06,39.29,14,1864,331.0,894,332,3.4028,INLAND,171800
10059,-120.94,39.32,14,3120,595.0,1569,556,3.5385,INLAND,157400
10060,-121.06,39.25,17,3127,539.0,1390,520,3.9537,INLAND,172800
10061,-120.89,39.3,17,2282,431.0,974,371,3.5417,INLAND,155100
10062,-120.99,39.26,16,2616,422.0,1090,425,3.7917,INLAND,179200
10063,-120.91,39.39,16,352,105.0,226,82,1.6094,INLAND,79500
10064,-121.03,39.37,15,1337,326.0,1172,306,2.6341,INLAND,85000
10065,-121.13,39.31,17,3442,705.0,1693,619,2.8102,INLAND,128900
10066,-120.74,39.39,18,453,117.0,152,77,1.3523,INLAND,85700
10067,-120.09,39.4,17,1076,283.0,171,64,2.125,INLAND,83900
10068,-120.17,39.33,18,1046,204.0,486,179,4.119,INLAND,110900
10069,-120.2,39.33,26,1988,379.0,905,321,3.7841,INLAND,109500
10070,-120.19,39.32,16,1536,298.0,646,208,2.3594,INLAND,155700
10071,-120.17,39.32,14,2421,489.0,1000,354,3.5652,INLAND,119800
10072,-120.17,39.33,10,614,141.0,195,95,0.9283,INLAND,116300
10073,-120.1,39.37,10,2325,410.0,1016,373,4.5208,INLAND,117300
10074,-120.1,39.33,9,2738,510.0,1193,412,4.3958,INLAND,124800
10075,-120.15,39.36,9,2254,400.0,694,243,5.6856,INLAND,138100
10076,-120.26,39.32,24,6012,1227.0,780,358,3.0043,INLAND,122100
10077,-120.35,39.34,29,1986,474.0,337,100,4.0278,INLAND,95800
10078,-120.27,39.35,11,2520,401.0,397,165,4.665,INLAND,145600
10079,-120.25,39.34,9,2739,555.0,294,110,3.1842,INLAND,162500
10080,-120.24,39.35,8,4195,725.0,291,115,3.4792,INLAND,180800
10081,-120.23,39.36,7,2045,358.0,245,92,4.0481,INLAND,152300
10082,-120.22,39.35,8,1872,281.0,203,71,4.5882,INLAND,198400
10083,-120.21,39.35,7,914,159.0,85,34,4.7917,INLAND,187500
10084,-120.19,39.35,7,2611,395.0,482,159,5.0622,INLAND,174100
10085,-117.95,33.94,28,2851,496.0,1287,496,5.0782,<1H OCEAN,264100
10086,-117.96,33.94,34,2228,399.0,1159,378,4.8906,<1H OCEAN,228900
10087,-117.97,33.94,36,1870,338.0,947,324,4.1205,<1H OCEAN,217000
10088,-117.97,33.94,34,1632,263.0,690,268,5.5608,<1H OCEAN,255800
10089,-117.97,33.94,35,1928,360.0,1056,366,4.0893,<1H OCEAN,215700
10090,-117.97,33.93,31,1975,373.0,918,347,4.4107,<1H OCEAN,202000
10091,-117.97,33.93,33,1700,369.0,981,362,4.5461,<1H OCEAN,194000
10092,-117.96,33.93,31,1471,321.0,841,330,3.46,<1H OCEAN,232800
10093,-117.96,33.93,29,2316,522.0,1275,501,3.776,<1H OCEAN,192600
10094,-117.96,33.94,31,2397,518.0,1407,476,2.6641,<1H OCEAN,185200
10095,-117.94,33.93,33,1770,370.0,1346,366,4.0833,<1H OCEAN,162500
10096,-117.94,33.93,34,1475,319.0,698,293,3.8194,<1H OCEAN,186000
10097,-117.94,33.93,14,999,232.0,1037,244,2.7125,<1H OCEAN,166100
10098,-117.95,33.93,25,3445,801.0,2400,750,3.4702,<1H OCEAN,161900
10099,-117.95,33.93,37,2633,630.0,1904,630,2.6123,<1H OCEAN,161300
10100,-117.96,33.93,15,2014,419.0,839,390,4.7446,<1H OCEAN,175400
10101,-117.97,33.92,32,2620,398.0,1296,429,5.7796,<1H OCEAN,241300
10102,-117.97,33.93,35,1887,328.0,989,351,4.1321,<1H OCEAN,198100
10103,-117.97,33.92,24,2017,416.0,900,436,3.0,<1H OCEAN,251400
10104,-117.96,33.92,18,3744,1027.0,1654,912,3.2158,<1H OCEAN,215000
10105,-117.95,33.92,18,2825,660.0,1590,643,3.6106,<1H OCEAN,153600
10106,-117.94,33.92,28,639,179.0,1062,169,3.0588,<1H OCEAN,145200
10107,-117.95,33.92,32,1661,312.0,1201,302,4.0,<1H OCEAN,178200
10108,-117.95,33.92,11,3127,706.0,1594,694,4.3426,<1H OCEAN,141300
10109,-117.94,33.92,32,1053,207.0,1038,222,4.6696,<1H OCEAN,165500
10110,-117.95,33.92,13,2312,592.0,2038,559,3.1378,<1H OCEAN,137000
10111,-117.94,33.94,25,3250,546.0,1452,501,5.1084,<1H OCEAN,303800
10112,-117.94,33.94,30,1596,307.0,845,309,4.5096,<1H OCEAN,241100
10113,-117.95,33.94,31,2237,431.0,1135,434,4.45,<1H OCEAN,267900
10114,-117.94,33.94,26,1962,540.0,1236,520,2.2156,<1H OCEAN,145000
10115,-117.93,33.94,30,2658,382.0,1135,392,6.0516,<1H OCEAN,245000
10116,-117.93,33.94,28,3664,719.0,1820,657,4.225,<1H OCEAN,224700
10117,-117.93,33.93,25,2431,534.0,1702,523,3.7933,<1H OCEAN,184400
10118,-117.92,33.94,27,4566,620.0,2045,664,5.583,<1H OCEAN,267700
10119,-117.92,33.94,30,2506,394.0,1255,421,4.7813,<1H OCEAN,198200
10120,-117.93,33.92,34,2271,437.0,1393,433,4.2443,<1H OCEAN,174400
10121,-117.93,33.93,37,1128,273.0,931,234,2.8,<1H OCEAN,137500
10122,-117.93,33.93,33,1626,378.0,1062,356,2.1944,<1H OCEAN,139600
10123,-117.92,33.93,12,4415,890.0,1532,854,3.75,<1H OCEAN,166300
10124,-117.91,33.93,21,2578,363.0,1207,350,6.2452,<1H OCEAN,291700
10125,-117.91,33.94,15,5799,842.0,2314,787,6.3433,<1H OCEAN,350500
10126,-117.89,33.94,20,3349,685.0,1822,675,4.7216,<1H OCEAN,227000
10127,-117.88,33.93,17,6100,861.0,2771,866,7.6486,<1H OCEAN,306700
10128,-117.9,33.93,12,4325,1191.0,1897,1080,3.3173,<1H OCEAN,247400
10129,-117.89,33.92,17,2936,555.0,1381,535,5.4617,<1H OCEAN,190300
10130,-117.9,33.92,27,698,116.0,391,126,5.9177,<1H OCEAN,267600
10131,-117.91,33.92,21,380,91.0,398,70,4.7222,<1H OCEAN,208300
10132,-117.91,33.91,27,2181,501.0,1555,488,3.6106,<1H OCEAN,196400
10133,-117.91,33.91,34,1763,303.0,894,297,5.0096,<1H OCEAN,221700
10134,-117.91,33.91,32,1530,301.0,666,276,4.125,<1H OCEAN,230200
10135,-117.91,33.91,24,2249,379.0,1015,385,4.9766,<1H OCEAN,267100
10136,-117.89,33.92,34,1473,312.0,1025,315,3.8333,<1H OCEAN,170400
10137,-117.89,33.91,33,1264,224.0,527,227,3.7321,<1H OCEAN,216500
10138,-117.9,33.91,36,1376,257.0,687,221,3.5403,<1H OCEAN,195400
10139,-117.89,33.92,8,2120,544.0,1281,470,3.4954,<1H OCEAN,159500
10140,-117.89,33.92,14,1562,373.0,609,328,2.3935,<1H OCEAN,125000
10141,-117.89,33.9,16,1426,216.0,652,226,6.5284,<1H OCEAN,288700
10142,-117.89,33.9,23,1533,226.0,693,230,7.898,<1H OCEAN,258200
10143,-117.9,33.9,19,2176,414.0,1002,402,4.9743,<1H OCEAN,193500
10144,-117.9,33.91,26,2885,476.0,1227,439,4.9524,<1H OCEAN,226600
10145,-117.9,33.91,33,4181,804.0,2049,834,4.3103,<1H OCEAN,201600
10146,-117.92,33.92,19,2181,400.0,1272,337,5.1952,<1H OCEAN,302100
10147,-117.92,33.91,33,2868,382.0,1204,412,6.1825,<1H OCEAN,336900
10148,-117.92,33.91,27,2558,310.0,891,316,9.5561,<1H OCEAN,411800
10149,-117.91,33.9,27,829,114.0,383,133,9.3125,<1H OCEAN,293500
10150,-117.92,33.89,18,2895,487.0,1116,429,5.4716,<1H OCEAN,400000
10151,-117.92,33.9,13,1814,320.0,1010,313,6.3489,<1H OCEAN,337900
10152,-117.93,33.91,24,1698,297.0,676,273,5.2017,<1H OCEAN,364600
10153,-117.9,33.9,18,3821,576.0,1430,568,6.9399,<1H OCEAN,349600
10154,-117.9,33.88,28,2696,346.0,947,356,9.0055,<1H OCEAN,375400
10155,-117.89,33.89,17,1671,192.0,678,206,13.1107,<1H OCEAN,467600
10156,-117.92,33.89,12,1859,393.0,622,316,5.0258,<1H OCEAN,161800
10157,-117.97,33.91,19,8096,1318.0,3853,1313,6.0076,<1H OCEAN,269500
10158,-117.96,33.9,9,1899,284.0,1070,293,7.2532,<1H OCEAN,381500
10159,-117.95,33.9,15,3057,479.0,1679,498,6.8429,<1H OCEAN,372600
10160,-117.96,33.9,10,2423,356.0,1213,347,6.5635,<1H OCEAN,346900
10161,-117.98,33.9,6,1537,347.0,506,280,4.8264,<1H OCEAN,146800
10162,-117.96,33.88,25,3578,461.0,1588,466,6.2556,<1H OCEAN,341300
10163,-117.95,33.89,17,1665,247.0,755,254,6.5764,<1H OCEAN,349000
10164,-117.96,33.89,24,1332,252.0,625,230,4.4375,<1H OCEAN,334100
10165,-117.94,33.91,18,8836,1527.0,3946,1451,5.6441,<1H OCEAN,313000
10166,-117.93,33.9,30,2629,331.0,956,319,9.9071,<1H OCEAN,500001
10167,-117.94,33.89,30,2577,404.0,1076,374,6.7528,<1H OCEAN,459600
10168,-117.94,33.88,35,2159,343.0,833,335,5.3738,<1H OCEAN,365100
10169,-117.94,33.9,27,2029,242.0,711,254,9.7956,<1H OCEAN,500001
10170,-117.98,33.87,25,2037,515.0,1435,496,3.3199,<1H OCEAN,188800
10171,-117.98,33.87,29,1310,332.0,937,294,3.8068,<1H OCEAN,158700
10172,-117.98,33.86,25,1025,266.0,726,183,3.875,<1H OCEAN,137500
10173,-117.98,33.86,26,1240,285.0,781,315,4.1287,<1H OCEAN,205800
10174,-117.97,33.87,28,1784,440.0,1255,433,3.7054,<1H OCEAN,169200
10175,-117.97,33.86,34,2138,490.0,1682,463,3.6006,<1H OCEAN,161700
10176,-117.97,33.86,35,1691,367.0,1265,378,3.5855,<1H OCEAN,174300
10177,-117.97,33.86,12,1370,367.0,1022,296,3.6471,<1H OCEAN,141700
10178,-117.96,33.86,35,2146,430.0,1230,429,3.7813,<1H OCEAN,184900
10179,-117.96,33.86,35,2181,371.0,1249,358,4.2937,<1H OCEAN,183200
10180,-117.96,33.87,35,1972,367.0,1152,356,3.7222,<1H OCEAN,187500
10181,-117.95,33.86,35,2375,439.0,1343,424,4.53,<1H OCEAN,193500
10182,-117.95,33.86,35,2478,431.0,1333,427,5.2099,<1H OCEAN,191400
10183,-117.96,33.86,32,2366,505.0,1283,477,3.3516,<1H OCEAN,190000
10184,-117.94,33.88,46,1747,312.0,770,296,5.4217,<1H OCEAN,256000
10185,-117.95,33.87,34,1599,296.0,938,307,4.285,<1H OCEAN,184900
10186,-117.95,33.87,35,1854,383.0,1115,381,4.4784,<1H OCEAN,185200
10187,-117.95,33.87,22,1432,335.0,746,296,2.0227,<1H OCEAN,55000
10188,-117.96,33.87,27,890,289.0,416,200,3.141,<1H OCEAN,167500
10189,-117.96,33.87,37,1785,360.0,1155,403,4.7984,<1H OCEAN,175800
10190,-117.95,33.88,34,1939,355.0,817,314,3.6705,<1H OCEAN,275000
10191,-117.94,33.86,36,2824,493.0,1394,507,4.6477,<1H OCEAN,194700
10192,-117.94,33.86,33,1013,312.0,706,266,2.1432,<1H OCEAN,197500
10193,-117.95,33.86,36,2038,343.0,1066,346,5.197,<1H OCEAN,195700
10194,-117.93,33.86,36,1672,318.0,1173,337,4.5774,<1H OCEAN,182100
10195,-117.93,33.86,35,1216,225.0,893,228,4.0288,<1H OCEAN,184000
10196,-117.94,33.86,35,1235,227.0,875,220,4.6964,<1H OCEAN,183100
10197,-117.94,33.86,35,2127,417.0,1247,378,4.75,<1H OCEAN,185600
10198,-117.93,33.88,52,2157,362.0,1001,373,5.1237,<1H OCEAN,240000
10199,-117.93,33.87,10,1277,488.0,730,417,1.4803,<1H OCEAN,137500
10200,-117.94,33.87,46,2066,450.0,1275,448,3.9375,<1H OCEAN,187000
10201,-117.94,33.88,35,1694,296.0,679,282,4.3333,<1H OCEAN,239300
10202,-117.92,33.87,44,308,87.0,301,100,2.1991,<1H OCEAN,191100
10203,-117.92,33.87,36,1125,285.0,966,257,2.8438,<1H OCEAN,162500
10204,-117.93,33.87,52,950,229.0,429,185,2.315,<1H OCEAN,182100
10205,-117.93,33.88,45,1306,293.0,585,260,4.0812,<1H OCEAN,241700
10206,-117.93,33.88,32,2458,359.0,967,409,7.2893,<1H OCEAN,293500
10207,-117.92,33.88,52,1270,276.0,609,211,3.75,<1H OCEAN,232500
10208,-117.91,33.88,34,1851,291.0,784,290,5.2336,<1H OCEAN,235600
10209,-117.92,33.88,32,1683,273.0,719,263,5.3649,<1H OCEAN,243600
10210,-117.92,33.88,32,1632,244.0,575,235,5.3986,<1H OCEAN,318700
10211,-117.91,33.89,30,1631,212.0,523,216,7.875,<1H OCEAN,351900
10212,-117.9,33.88,35,2062,353.0,991,357,5.2897,<1H OCEAN,230400
10213,-117.9,33.88,34,1396,245.0,661,261,4.675,<1H OCEAN,215400
10214,-117.9,33.87,28,2315,538.0,1360,504,2.9861,<1H OCEAN,218600
10215,-117.9,33.87,34,1411,292.0,1040,299,3.4338,<1H OCEAN,195200
10216,-117.91,33.87,29,1121,,762,276,2.5,<1H OCEAN,143800
10217,-117.91,33.87,52,2031,506.0,1191,463,2.9076,<1H OCEAN,177300
10218,-117.88,33.89,18,1616,532.0,866,496,3.6435,<1H OCEAN,119100
10219,-117.88,33.89,16,959,176.0,353,185,4.5,<1H OCEAN,173300
10220,-117.88,33.88,15,957,360.0,615,370,3.0263,<1H OCEAN,162500
10221,-117.89,33.88,15,1655,626.0,1549,582,1.9127,<1H OCEAN,175000
10222,-117.89,33.88,33,1582,256.0,771,240,5.3836,<1H OCEAN,229600
10223,-117.89,33.88,27,2091,336.0,1037,332,5.7519,<1H OCEAN,243400
10224,-117.89,33.87,25,1492,439.0,755,389,3.0893,<1H OCEAN,188200
10225,-117.89,33.87,32,1133,216.0,693,228,3.3594,<1H OCEAN,202100
10226,-117.88,33.87,35,1919,349.0,1302,345,5.6409,<1H OCEAN,190900
10227,-117.89,33.87,32,1569,422.0,835,386,3.0465,<1H OCEAN,148900
10228,-117.93,33.87,45,1006,230.0,1237,237,3.3472,<1H OCEAN,168000
10229,-117.93,33.86,36,931,279.0,778,303,2.6563,<1H OCEAN,155000
10230,-117.93,33.86,17,1627,398.0,1216,369,3.3438,<1H OCEAN,186600
10231,-117.93,33.86,35,931,181.0,516,174,5.5867,<1H OCEAN,182500
10232,-117.93,33.87,29,1221,371.0,1822,326,1.7935,<1H OCEAN,162500
10233,-117.89,33.86,28,1395,398.0,1220,362,3.3008,<1H OCEAN,193800
10234,-117.91,33.86,26,2296,570.0,1415,527,2.4732,<1H OCEAN,165800
10235,-117.92,33.86,26,745,161.0,247,151,3.6375,<1H OCEAN,133900
10236,-117.92,33.87,33,1597,,1888,423,3.055,<1H OCEAN,157800
10237,-117.87,33.91,16,2434,455.0,1017,476,4.2188,<1H OCEAN,176300
10238,-117.88,33.9,21,3180,434.0,1413,391,6.5945,<1H OCEAN,277300
10239,-117.88,33.9,15,1705,478.0,759,479,3.5333,<1H OCEAN,114400
10240,-117.88,33.89,19,3583,911.0,2300,871,3.0214,<1H OCEAN,218400
10241,-117.88,33.89,17,3218,923.0,1701,824,3.6946,<1H OCEAN,265500
10242,-117.87,33.89,25,1142,162.0,486,150,7.1472,<1H OCEAN,270100
10243,-117.86,33.91,16,2889,423.0,1227,401,6.4514,<1H OCEAN,270800
10244,-117.86,33.9,17,1452,188.0,630,194,6.9113,<1H OCEAN,285200
10245,-117.86,33.9,25,3205,409.0,1291,408,7.2478,<1H OCEAN,299200
10246,-117.87,33.9,21,3181,447.0,1416,469,6.8268,<1H OCEAN,280300
10247,-117.86,33.89,22,4386,593.0,1915,592,6.6897,<1H OCEAN,289800
10248,-117.86,33.89,24,2002,253.0,820,241,6.9612,<1H OCEAN,274500
10249,-117.87,33.89,19,1674,243.0,786,234,6.4218,<1H OCEAN,275000
10250,-117.86,33.88,19,1621,328.0,871,322,3.7361,<1H OCEAN,201400
10251,-117.87,33.89,17,1441,530.0,769,456,2.425,<1H OCEAN,171700
10252,-117.87,33.89,22,2340,664.0,1382,546,3.343,<1H OCEAN,184600
10253,-117.87,33.88,25,1808,440.0,1342,454,3.025,<1H OCEAN,156900
10254,-117.87,33.88,24,2655,702.0,1519,708,3.3036,<1H OCEAN,183900
10255,-117.87,33.88,28,3333,752.0,2026,722,3.5667,<1H OCEAN,190700
10256,-117.87,33.88,28,2612,602.0,1682,563,3.6417,<1H OCEAN,204300
10257,-117.86,33.87,12,1600,251.0,685,256,5.1784,<1H OCEAN,254000
10258,-117.87,33.85,33,45,11.0,34,10,5.2949,<1H OCEAN,350000
10259,-117.85,33.86,18,329,72.0,209,71,4.6806,<1H OCEAN,187500
10260,-117.85,33.89,22,4020,655.0,1486,635,5.9639,<1H OCEAN,262300
10261,-117.85,33.88,14,4753,681.0,2138,678,7.3658,<1H OCEAN,288500
10262,-117.86,33.88,20,3977,540.0,1886,541,6.5843,<1H OCEAN,272200
10263,-117.85,33.87,15,5078,806.0,2569,759,5.6549,<1H OCEAN,301900
10264,-117.85,33.9,20,4026,648.0,1997,650,5.5918,<1H OCEAN,260500
10265,-117.85,33.9,25,1548,256.0,811,263,5.2037,<1H OCEAN,242200
10266,-117.84,33.89,24,3935,625.0,1912,593,5.7951,<1H OCEAN,226900
10267,-117.85,33.89,24,3326,503.0,1616,494,5.7457,<1H OCEAN,240600
10268,-117.88,33.87,21,1519,388.0,1203,366,3.2083,<1H OCEAN,145300
10269,-117.87,33.86,19,2232,448.0,1149,417,3.1534,<1H OCEAN,324400
10270,-117.87,33.87,7,2663,642.0,1367,677,4.6563,<1H OCEAN,162400
10271,-117.87,33.87,15,1898,476.0,1766,455,2.4929,<1H OCEAN,158500
10272,-117.87,33.87,16,1332,368.0,1534,295,3.0227,<1H OCEAN,297100
10273,-117.86,33.87,19,1591,279.0,891,237,5.6573,<1H OCEAN,216000
10274,-117.88,33.85,18,2705,713.0,2726,674,2.7759,<1H OCEAN,200000
10275,-117.87,33.86,28,2292,531.0,2197,509,3.4856,<1H OCEAN,142800
10276,-117.88,33.85,22,1105,241.0,971,249,3.1667,<1H OCEAN,113900
10277,-117.81,33.89,13,3252,583.0,1546,557,5.8243,<1H OCEAN,297900
10278,-117.82,33.88,18,1982,300.0,1027,324,7.0526,<1H OCEAN,327500
10279,-117.82,33.89,24,2168,421.0,1050,397,4.6172,<1H OCEAN,238300
10280,-117.81,33.88,19,2968,503.0,1430,459,5.3339,<1H OCEAN,371700
10281,-117.82,33.89,21,3079,509.0,1431,480,4.0714,<1H OCEAN,278900
10282,-117.78,33.86,16,3471,708.0,1769,691,4.1064,<1H OCEAN,246100
10283,-117.76,33.87,16,3973,595.0,1971,575,6.4265,<1H OCEAN,263700
10284,-117.83,33.9,23,2446,360.0,1196,359,6.5755,<1H OCEAN,272800
10285,-117.84,33.9,24,1723,223.0,707,219,7.0352,<1H OCEAN,299600
10286,-117.83,33.89,25,1737,270.0,840,265,4.625,<1H OCEAN,245700
10287,-117.83,33.88,23,2365,355.0,1209,347,6.0132,<1H OCEAN,259400
10288,-117.84,33.89,19,3544,542.0,1787,560,6.7837,<1H OCEAN,264300
10289,-117.83,33.88,18,2112,340.0,1048,315,6.9308,<1H OCEAN,231700
10290,-117.82,33.88,15,5392,895.0,2531,827,6.2185,<1H OCEAN,280300
10291,-117.83,33.87,5,6971,1449.0,3521,1423,5.2131,<1H OCEAN,243900
10292,-117.81,33.88,19,2265,283.0,904,279,9.2327,<1H OCEAN,461300
10293,-117.81,33.87,19,4491,680.0,2457,702,6.0591,<1H OCEAN,233500
10294,-117.8,33.87,16,5954,1281.0,3107,1209,4.2566,<1H OCEAN,206100
10295,-117.81,33.86,18,133,29.0,95,23,3.5625,<1H OCEAN,235000
10296,-117.87,33.92,14,4039,669.0,1905,670,6.3303,<1H OCEAN,303000
10297,-117.88,33.92,13,3292,727.0,1565,698,5.457,<1H OCEAN,308800
10298,-117.85,33.92,11,3331,410.0,1460,416,8.0287,<1H OCEAN,371800
10299,-117.87,33.92,17,4575,764.0,2054,737,6.0571,<1H OCEAN,272400
10300,-117.83,33.93,14,1956,282.0,671,269,6.5841,<1H OCEAN,306400
10301,-117.8,33.92,16,5819,986.0,2306,914,4.6315,<1H OCEAN,277500
10302,-117.8,33.89,25,3121,381.0,1278,389,7.0217,<1H OCEAN,357900
10303,-117.79,33.88,17,8562,1351.0,3822,1316,6.0829,<1H OCEAN,252600
10304,-117.78,33.87,16,5609,952.0,2624,934,5.3307,<1H OCEAN,169600
10305,-117.78,33.88,16,1800,238.0,871,234,6.6678,<1H OCEAN,301900
10306,-117.78,33.9,14,6239,901.0,2923,904,6.5437,<1H OCEAN,268200
10307,-117.82,33.9,25,1137,170.0,524,164,7.5744,<1H OCEAN,259300
10308,-117.8,33.9,22,3760,482.0,1485,461,7.8537,<1H OCEAN,354900
10309,-117.74,33.89,4,37937,5471.0,16122,5189,7.4947,<1H OCEAN,366300
10310,-117.76,33.88,9,4838,759.0,2090,695,6.6536,<1H OCEAN,307800
10311,-117.77,33.88,8,4874,627.0,2070,619,8.1117,<1H OCEAN,410200
10312,-117.78,33.89,7,9729,1210.0,4160,1214,8.9088,<1H OCEAN,415300
10313,-117.8,33.85,23,3038,470.0,1568,438,5.6403,<1H OCEAN,233000
10314,-117.82,33.85,21,2603,404.0,1350,390,6.057,<1H OCEAN,235900
10315,-117.82,33.85,18,1810,305.0,1189,326,5.2227,<1H OCEAN,213500
10316,-117.8,33.85,16,4151,637.0,1558,604,5.806,<1H OCEAN,304900
10317,-117.82,33.84,25,1788,203.0,676,217,10.1299,<1H OCEAN,454300
10318,-117.81,33.84,17,4343,515.0,1605,484,10.5981,<1H OCEAN,460100
10319,-117.79,33.84,9,10484,1603.0,4005,1419,8.3931,<1H OCEAN,365300
10320,-117.78,33.85,16,3781,504.0,1665,499,7.2554,<1H OCEAN,335600
10321,-117.78,33.86,16,4390,660.0,2146,633,6.1504,<1H OCEAN,266000
10322,-117.76,33.87,16,3182,429.0,1663,428,7.0592,<1H OCEAN,288200
10323,-117.78,33.81,23,1986,278.0,826,260,7.7752,<1H OCEAN,380000
10324,-117.77,33.8,16,3973,483.0,1373,452,9.8074,<1H OCEAN,417000
10325,-117.8,33.79,13,2021,362.0,1081,341,4.3269,<1H OCEAN,231400
10326,-117.79,33.8,11,10535,1620.0,4409,1622,6.67,<1H OCEAN,283200
10327,-117.77,33.85,13,5415,827.0,2061,714,7.3681,<1H OCEAN,353100
10328,-117.76,33.84,15,3764,510.0,1448,468,8.7124,<1H OCEAN,410500
10329,-117.75,33.84,16,3491,502.0,1496,509,6.6207,<1H OCEAN,270500
10330,-117.76,33.83,15,3086,457.0,1262,436,6.4415,<1H OCEAN,300700
10331,-117.77,33.84,5,4380,715.0,1913,741,6.7274,<1H OCEAN,266400
10332,-117.76,33.86,14,3666,442.0,1400,433,10.1316,<1H OCEAN,500001
10333,-117.75,33.83,14,2452,296.0,954,275,8.2375,<1H OCEAN,388300
10334,-117.74,33.85,4,5416,820.0,1753,583,6.9544,<1H OCEAN,314000
10335,-117.78,33.82,12,6208,750.0,2443,739,9.1808,<1H OCEAN,413700
10336,-117.76,33.81,2,582,70.0,199,64,7.1193,<1H OCEAN,500001
10337,-117.81,33.8,25,2765,475.0,1666,474,6.0531,<1H OCEAN,230700
10338,-117.81,33.79,25,5950,1155.0,4528,1064,4.2564,<1H OCEAN,204600
10339,-117.8,33.81,14,1206,142.0,572,149,8.847,<1H OCEAN,388700
10340,-117.8,33.78,18,3548,474.0,1506,449,6.925,<1H OCEAN,290300
10341,-117.8,33.78,17,4138,805.0,2442,780,4.7804,<1H OCEAN,242000
10342,-117.69,33.8,5,3178,631.0,1467,581,5.2541,<1H OCEAN,237100
10343,-117.66,33.61,16,2022,254.0,789,270,8.4112,<1H OCEAN,286900
10344,-117.66,33.62,16,4065,661.0,1962,636,6.2177,<1H OCEAN,256600
10345,-117.67,33.61,24,3859,661.0,1972,624,5.7871,<1H OCEAN,227400
10346,-117.66,33.61,17,3464,519.0,1713,530,6.0471,<1H OCEAN,248400
10347,-117.66,33.61,21,1932,266.0,860,286,7.1497,<1H OCEAN,274000
10348,-117.66,33.6,24,1684,232.0,781,230,6.8667,<1H OCEAN,279600
10349,-117.66,33.6,25,3745,522.0,1648,496,7.5488,<1H OCEAN,278100
10350,-117.67,33.61,23,3588,577.0,1695,569,6.1401,<1H OCEAN,243200
10351,-117.68,33.63,16,5218,1187.0,2701,1125,3.929,<1H OCEAN,143100
10352,-117.68,33.63,13,5830,921.0,2897,891,6.2403,<1H OCEAN,257400
10353,-117.67,33.63,9,5774,1320.0,3086,1265,4.4063,<1H OCEAN,202200
10354,-117.62,33.77,43,1911,439.0,930,433,4.6369,<1H OCEAN,186400
10355,-117.6,33.72,36,1317,228.0,531,214,5.6346,<1H OCEAN,272500
10356,-117.67,33.6,25,3164,449.0,1517,453,6.7921,<1H OCEAN,266000
10357,-117.66,33.59,18,4552,706.0,1918,671,7.5791,<1H OCEAN,288100
10358,-117.67,33.6,20,1213,171.0,565,170,7.2592,<1H OCEAN,314800
10359,-117.66,33.58,16,3016,394.0,1172,382,7.5196,<1H OCEAN,315600
